portfolio,cagr,annualized_volatility,sharpe,max_drawdown,calmar,hit_rate,avg_rebalance_turnover
dual_momentum,0.13119520154966358,0.1342523474986883,0.977228361321171,-0.22700872398020266,0.5779302189333704,0.4961672473867596,0.8484848484848484
equal_weight_benchmark,0.09866504717047575,0.10939056525210959,0.9019520736828169,-0.3066258772661026,0.3217766486318118,0.524390243902439,0.0
